Docket_Number,Case_Name,Intervenors_and_Counsel,SCC_Registry_URL
36792,R. v. Vassell,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/16044/index.do
36068,R. v. Jordan,"[Intervener] Attorney General of Alberta -> Jolaine Antonio
[Intervener] Criminal Lawyers' Association (Ontario) -> Frank Addario, Erin Dann
[Intervener] British Columbia Civil Liberties Association -> Tim A. Dickson, Martin Twigg",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/16057/index.do
36112,R. v. Williamson,"[Intervener] Attorney General of Alberta -> Jolaine Antonio
[Intervener] British Columbia Civil Liberties Association -> Tim A. Dickson, Martin Twigg
[Intervener] Criminal Lawyers' Association (Ontario) -> Frank Addario, Erin Dann",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/16060/index.do
36200,R. v. K.R.J.,"[Intervener] Attorney General of Canada -> Richard Kramer, Marc Ribeiro
[Intervener] Attorney General of Ontario -> Stacey D. Young, Jennifer A. Crawford
[Intervener] Association des avocats de la défense de Montréal -> Lida Sara Nouraie, Nicholas St-Jacques
[Intervener] David Asper Centre for Constitutional Rights -> John Norris, Hamish Stewart
[Intervener] Criminal Lawyers' Association (Ontario) -> Matthew Gourlay
[Intervener] British Columbia Civil Liberties Association -> Michael A. Feder, Emily Mackinnon",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/16069/index.do
36466,R. v. Cawthorne,"[Intervener] Attorney General of Canada -> François Lacasse, Ginette Gobeil
[Intervener] Attorney General of Ontario -> Jamie C. Klukach, Patrick J. Monahan
[Intervener] Attorney General for British Columbia -> M. Joyce DeWitt-Van Oosten, Q.C.
[Intervener] Attorney General of Quebec -> Sylvain Leboeuf
[Intervener] Directeur des poursuites criminelles et pénales du Québec -> Joanne Marceau, Patrick Michel",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/16070/index.do
36435,R. v. Villaroman,"[Intervener] Attorney General of Ontario -> Jolaine Antonio, Jason Wuttunee
[Intervener] Attorney General of British Columbia -> Daniel M. Scanlan
[Intervener] Criminal Lawyers' Association (Ontario) -> Sharon E. Lavine, Naomi M. Lutes",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/16078/index.do
36205,Ferme Vi‑Ber inc. v. Financière agricole du Québec,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/16079/index.do
35590,Canada (National Revenue) v. Thompson,"[Intervener] Federation of Law Societies of Canada -> John B. Laskin, Yael S. Bienenstock
[Intervener] Canadian Bar Association -> Mahmud Jamal, Pooja Mihailovich, W. David Rankin
[Intervener] Criminal Lawyers' Association -> Michal Fairburn",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/15990/index.do
35892,Canada (Attorney General) v. Chambre des notaires du Québec,"[Intervener] Advocates' Society -> Pierre Bienvenu, Andres C. Garin, Amélie Aubut
[Intervener] Canadian Bar Association -> Mahmud Jamal, Alexandre Fallon, W. David Rankin
[Intervener] Federation of Law Societies of Canada -> John B. Laskin, Yael S, Bienenstock
[Intervener] Criminal Lawyers' Association -> Brian Gover, Justin Safayeni, Carlo Di Carlo",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/15989/index.do
36674,S.H. v. Quebec (Emploi et Solidarité sociale),No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/16402/index.do
35399,Canada (Attorney General) v. Federation of Law Societies of Canada,"[Intervener] Criminal Lawyers' Association (Ontario) -> Michal Fairburn, Justin Safayeni
[Intervener] Canadian Civil Liberties Association -> Mahmud Jamal, W. David Rankin, Pierre-Alexandre Henri
[Intervener] Law Society of British Columbia -> Leonard T. Doust, Q.C., Michael A. Feder
[Intervener] Canadian Bar Association -> Craig A.B. Ferris, Laura L. Bevan
[Intervener] Advocates' Society -> Paul D. Stern
[Intervener] Barreau du Québec -> Raymond Doray, Loïc Berdnikoff
[Intervener] Chambre des notaires du Québec -> Raymond Doray, Loic Berdnikoff",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/14639/index.do
35945,Daniels v. Canada (Indian Affairs and Northern Development),"[Intervener] Attorney General for Saskatchewan -> P. Mitch McAdam, Q.C., Macrina Badger
[Intervener] Attorney General of Alberta -> Angela Edgington, Neil Dobson
[Intervener] Native Council of Nova Scotia, New Brunswick Aboriginal Peoples Council, Native Council of Prince Edward Island -> D. Bruce Clarke
[Intervener] Métis Settlements General Council -> Garry Appelt, Keltie Lambert, Eugene Meehan, Q.C.
[Intervener] Te'mexw Treaty Association -> Robert J.M. Janes, Elin R.S. Sigurdson
[Intervener] Métis Federation of Canada -> Christopher G. Devlin, John Gailus, Cynthia Westaway
[Intervener] Aseniwuche Winewak Nation of Canada -> Karey Brooks, Claire Truesdale
[Intervener] Chiefs of Ontario -> David C. Nahwegahbow, Scott Robertson
[Intervener] Gift Lake Métis Settlement -> Maxime Faille, Paul Seaman
[Intervener] Métis National Council -> Jason T. Madden, Marc Leclair, Kathy L. Hodgson-Smith, Clément Chartier, Q.C.
[Intervener] Native Alliance of Quebec -> Marc Watters, Lina Beaulieu
[Intervener] Assembly of First Nations -> Guy Régimbald, Jaimie Lickers",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/15858/index.do
35982,R. v. Lloyd,"[Intervener] Canadian Bar Association -> Eric V. Gottardi, Milah Shah
[Intervener] African Canadian Legal Clinic -> Roger A. Love, Faisal Mirza
[Intervener] Pivot Legal Society and Union of British Columbia Indian Chiefs -> Andrew I. Nathanson, Maia Tsurumi, Adrienne Smith
[Intervener] HIV & AIDS Legal Clinic Ontario -> Ryan Peck, Khalid Janmohamed
[Intervener] Canadian HIV/AIDS Legal Network, British Columbia Centre for Excellence in HIV/AIDS, Prisoners with HIV/AIDS Support Action Network, and Canadian Association of People who use drugs -> Richard Elliott
[Intervener] British Columbia Civil Liberties Association -> Matthew A. Nathanson
[Intervener] Criminal Lawyers' Association (Ontario) -> Dirk Derstine, Janani Shanmuganathan
[Intervener] West Coast Women's Legal Education and Action Fund -> Kasandra Cronin, Joana Thackeray",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/15859/index.do
36162,R. v. Safarzadeh‑Markhali,"[Intervener] Attorney General of Canada -> Sharlene Telles-Langdon, Kathryn Hucal
[Intervener] British Columbia Civil Liberties Association -> Nader R. Hasan, Gerald Chan, Justin Safayeni, Tiffany O'Hearn Davies
[Intervener] Criminal Lawyers' Association (Ontario) -> Russell Silverstein, Ingrid Grant
[Intervener] John Howard Society of Canada -> Andrew S. Faith, Jeffrey Haylock
[Intervener] West Coast Prison Justice Society -> Greg J. Allen, Kenneth K. Leung
[Intervener] Aboriginal Legal Services of Toronto Inc. -> Jonathan Rudin, Emily Hill",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/15860/index.do
36585,R. v. Borowiec,"[Intervener] Attorney General of Ontario -> Howard Leibovich, Jocelyn Speyer
[Intervener] Women's Legal Education and Action Fund Inc. -> Jessica Orkin, Frances Mahon, Kim Stanton
[Intervener] Criminal Lawyers' Association of Ontario -> Jonathan Dawe, Michael Dineen",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/15824/index.do
36165,Conférence des juges de paix magistrats du Québec v. Quebec (Attorney General),"[Intervener] Attorney General of Canada -> François Joyal, Catherine Lawrence
[Intervener] Attorney General of Ontario -> Sarah Kraicer, Josh Hunter
[Intervener] Conférence des juges de la Cour du Québec -> Joel Mercier, Christine Baudouin
[Intervener] Association of Justices of the Peace of Ontario -> J. Thomas Curry, Paul-Erik Veel",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/16186/index.do
36581,R. v. Gagnon,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/15750/index.do
35838,M.M. v. United States of America,"[Intervener] Criminal Lawyers' Association (Ontario) -> John Norris, Meara Conway
[Intervener] British Columbia Civil Liberties Association -> Gib Van Ert, Greg J. Allen, Brent Olthuis",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/15666/index.do
35843,Endean v. British Columbia,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/16189/index.do
36351,Morasse v. Nadeau‑Dubois,"[Intervener] Canadian Civil Liberties Association -> Julius H. Grey
[Intervener] Alberta Public Interest Research Group -> Ranjan K. Agarwal, Faiz M. Lalani, Avnish Nanda
[Intervener] Amnistie Internationale, Section Canada francophone -> François Larocque, Maxine Vincelette",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/16202/index.do
36500,British Columbia Teachers' Federation v. British Columbia,"[Intervener] Attorney General of Canada -> Kathryn Hucal
[Intervener] Attorney General of Ontario -> Robin K. Basu, Rochelle S. Fox, Michael S. Dunn
[Intervener] Attorney General of Québec -> Caroline Renaud, Gilles Laporte, Gabrielle St-Martin Deaudelin
[Intervener] Attorney General of Manitoba -> Deborah L. Carlson, Michael Bodner
[Intervener] Attorney General for Saskatchewan -> Barbara Mysko
[Intervener] Centrale des syndicats du Québec -> Claudine Morin, Matthew Gapmann, Nathalie Léger
[Intervener] Canadian Labour Congress -> Steven Barrett, Ethan Poskanzer
[Intervener] Canadian Association of Counsel to Employers -> Donald J. Jordan, Q.C., Mark Hulstein
[Intervener] National Union of Public and General Employees -> Paul Champ, Bijon Roy
[Intervener] Public Service Alliance of Canada -> Andrew Raven, Andrew Astritis
[Intervener] Professional Institute of the Public Service of Canada -> Peter C. Engelmann
[Intervener] Association of Canadian Financial Officers -> Peter C. Engelmann
[Intervener] Association of Justice Counsel -> Peter C. Engelmann
[Intervener] Canadian Association of Professional Employees -> Peter C. Engelmann
[Intervener] Coalition of Ontario Teacher Affiliates -> Paul J.J. Cavalluzzo, Adrienne Telford",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/16241/index.do
36296,Royal Bank of Canada v. Trang,"[Intervener] Office of the Privacy Commissioner of Canada -> Kate Wilson, Patricia Kossein",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/16242/index.do
36460,Alberta (Information and Privacy Commissioner) v. University of Calgary,"[Intervener] Law Society of Alberta -> Glenn Solomon, Q.C., Elizabeth Aspinall
[Intervener] British Columbia Freedom of Information and Privacy Association -> Michael A. Feder, Emily MacKinnon
[Intervener] Information and Privacy Commissioner of Ontario -> Lawren Murray, David Goodis
[Intervener] Information and Privacy Commissioner for British Columbia -> Ivan Bernardo, Q.C., Jill W. Wilkie, Gerald Chipeur, Q.C.
[Intervener] Information and Privacy Commissioner for the Province of Newfoundland and Labrador -> Andrew Fitzgerald
[Intervener] Advocates' Society -> Edward W. Halt, Perry R. Mack, Q.C.
[Intervener]  Federation of Law Societies of Canada -> Mahmud Jamal, W. David Rankin
[Intervener] Canadian Bar Association -> Michele H. Hollins, Q.C., James L. Lebo, Q.C., Jason L. Wilkins
[Intervener] Information Commissioner of Canada -> Marlys A. Edwardh, Daniel Sheppard, Diane Therrien, Aditya Ramachandran
[Intervener] Privacy Commissioner of Canada, Manitoba Ombudsman, Northwest Territories Information and Privacy Commissioner, Nova Scotia Information and Privacy Commissioner [Review Officer] -> Marlys A. Edwardh, Daniel Sheppard, Diane Therrien, Aditya Ramachandran
[Intervener] Nunavut Information and Privacy Commissioner, Saskatchewan Information and Privacy Commissioner and Yukon Ombudsman and Information and Privacy Commissioner -> Marlys A. Edwardh
[Intervener] Criminal Lawyers' Association -> Brian Gover, Justin Safayeni, Carlo Di Carlo",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/16251/index.do
36403,Edmonton (City) v. Edmonton East (Capilano) Shopping Centres Ltd.,"[Intervener] Attorney General of British Columbia -> Katherine Webber
[Intervener] Assessment Review Board for the City of Edmonton -> Katharine L. Hurlburt, Q.C.
[Intervener] British Columbia Assessment Authority -> R. Bruce Hallsor, Colin G. Simkus",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/16213/index.do
34951,R. v. Pappas,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/13309/index.do
33817,R. v. O'Brien,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7943/index.do
32987,Canadian Broadcasting Corp. v. The Queen,"[Intervener] Attorney General of Canada -> Dominique A. Jobin, Denis Dionne
[Intervener] Attorney General of Quebec -> Dominique A. Jobin
[Intervener] Attorney General of New Brunswick -> Gaétan Migneault
[Intervener] Attorney General of Alberta -> Donald B. Padget
[Intervener] British Columbia Civil Liberties Association -> Simon V. Potter, Michael A. Feder
[Intervener] Canadian Civil Liberties Association -> Mahmud Jamal, Jason MacLean",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7915/index.do
33916,R. v. Campbell,"[Intervener] Criminal Lawyers Association (Ontario) -> Frank Addario, Colleen Bauman",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7946/index.do
33476,R. v. Nixon,"[Intervener] Attorney General of Ontario -> Michal Fairburn, Frank Au
[Intervener] Attorney General of Manitoba -> Michael Conner, Ami Kotler
[Intervener] Attorney General of British Columbia -> M. Joyce DeWitt-Van Oosten
[Intervener] Criminal Trial Lawyers' Association -> D'Arcy DePoe
[Intervener] Criminal Lawyers' Association (Ontario) -> Marie Henein",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7949/index.do
33443,Schreyer v. Schreyer,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7950/index.do
33340,Alberta (Aboriginal Affairs and Northern Development) v. Cunningham,"[Intervener] Attorney General of Ontario -> Janet E. Minor, Mark Crow
[Intervener] Attorney General of Quebec -> Isabelle Harnois
[Intervener] Attorney General of Saskatchewan -> P. Mitch McAdam, James Fyfe
[Intervener] East Prairie Métis Settlement -> Richard B. Hajduk, Rodger C. Gibbs, Jeffrey Beedell
[Intervener] Aboriginal Legal Services of Toronto Inc. -> Jonathan Rudin, Mandy Wesley
[Intervener] Women's Legal Education and Action Fund -> Joanna L. Birenbaum, Dianne Pothier
[Intervener] Canadian Association for Community Living -> Laurie Letheren, C. Tess Sheldon
[Intervener] Elizabeth Métis Settlement -> Thomas R. Owen, Tara Rout
[Intervener] Gift Lake Métis Settlement -> Sandeep K. Dhir, Lindsey E. Miller
[Intervener] Native Women's Association of Canada -> Mary Eberts
[Intervener] Métis Nation of Alberta -> Beverly J.M. (Jean) Teillet
[Intervener] Métis National Council -> Jason Madden, Clément Chartier, Q.C., Kathy Hodgson-Smith
[Intervener] Métis Settlements General Council -> Garry Appelt, Keltie Lambert",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7952/index.do
33300,Canada (Information Commissioner) v. Canada (Minister of National Defence),"[Intervener] Canadian Civil Liberties Association -> Ryder Gilliland
[Intervener] Canadian Newspaper Association -> Paul B. Schabas
[Intervener] Ad IDEM/Canadian Media Lawyers Association and Canadian Association of Journalists -> Paul B. Schabas",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7939/index.do
33551,Alberta v. Elder Advocates of Alberta Society,"[Intervener] Attorney General of Canada -> Christine Mohr, Myles J. Kirvan, Mark R. Kindrachuk, Q.C.
[Intervener] Attorney General of British Columbia -> Karen A. Horsman, Anthony Fraser",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7938/index.do
33039,Withler v. Canada (Attorney General),"[Intervener] Attorney General of Ontario -> Robert Earl Charney, Matthew Horner
[Intervener] Women's Legal Education and Action Fund -> Daphne Gilbert, Joanna Radbord, Joanna Birenbaum",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7925/index.do
33266,British Columbia (Attorney General) v. Malik,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7932/index.do
32920,Canadian Broadcasting Corp. v. Canada (Attorney General),"[Intervener] Attorney General of Alberta -> Donald B. Padget
[Intervener] Canadian Civil Liberties Association -> Mahmud Jamal, Jason MacLean
[Intervener] Canadian Newspaper Association -> Christian Leblanc
[Intervener] Ad IDEM/Canadian Media Lawyers Association, RTNDA Canada/Association of Electronic Journalists, Canadian Association of Journalists, Canadian Journalists for Free Expression and Canadian Publishers' Council -> Christian Leblanc, Daniel W. Burnett, Marc-André Nadon
[Intervener] British Columbia Civil Liberties Association -> Simon V. Potter",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7914/index.do
32968,Ontario (Attorney General) v. Fraser,"[Intervener] Attorney General of Canada -> Anne Turley
[Intervener] Attorney General of Quebec -> Marise Visocchi, Michel Déom
[Intervener] Attorney General of New Brunswick -> Gaétan Migneault, Michelle Brun-Coughlan
[Intervener] Attorney General of British Columbia -> Neena Sharma
[Intervener] Attorney General of Alberta -> Roderick Wiltshire
[Intervener] Ontario Federation of Agriculture -> John D.R. Craig, S. Jodi Gallagher, Charlotte Willson
[Intervener] Federally Regulated Employers Transportation and Communications -> Roy L. Heenan, Thomas E. Brady
[Intervener] Conseil du patronat du Québec Inc. -> Robert Dupont, Jean H. Lafleur, Pascale Gauthier
[Intervener] Mounted Police Members' Legal Fund -> David Stratas, Kelly Henriques, Brad Elberg
[Intervener] Canadian Employers Council -> Augustus G. Lilly, Q.C., Stephen F. Penney
[Intervener] Coalition of BC Businesses and British Columbia Agriculture Council -> Peter A. Gall, Q.C., Andrea L. Zwack, Donald R. Munroe, Q.C.
[Intervener] Justicia for Migrant Workers and Industrial Accident Victims Group of Ontario -> Selwyn A. Pieters, Adrian A. Smith
[Intervener] Canadian Labour Congress -> Steven Barrett, Ethan Poskanzer, Vanessa Payne, Jeffrey Sack
[Intervener] Canadian Police Association -> Ian J. Roland, Jean-Claude Killey, Michael Fenrick
[Intervener] Canadian Civil Liberties Association -> Joshua Phillips, Antony Singleton",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7934/index.do
33914,R. v. Loewen,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7931/index.do
33154,Seidel v. TELUS Communications Inc.,"[Intervener] Barreau du Québec -> Babak Barin, Vikki Andrighetti, Frédéric Côté, Sylvie Champagne, Gaston Gauthier
[Intervener] Canadian Arbitration Congress -> Ivan G. Whitehall, Q.C., Paul M. Lalonde, Alejandro Manevich
[Intervener] ADR Chambers Inc. -> Barry Leon, Andrew McDougall, Daniel Taylor",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7927/index.do
33559,R. v. Imperial Tobacco Canada Ltd.,"[Intervener] Attorney General of Ontario -> Malliha Wilson, Lise G. Favreau, Troy Harrison
[Intervener] Attorney General of British Columbia -> George H. Copley, Q.C., Nancy E. Brown, Barbara Carmichael",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7957/index.do
34090,R. v. Yumnu,"[Intervener] Canadian Civil Liberties Association -> Frank Addario
[Intervener] British Columbia Civil Liberties Association -> Gerald Chan, Nader R. Hasan
[Intervener] Ontario Crown's Attorneys' Association -> Paul J.J. Cavalluzzo, Shaun O'Brien
[Intervener] David Asper Centre for Constitutional Rights -> Cheryl Milne, Lisa Austin
[Intervener] Information and Privacy Commissioner of Ontario -> William S. Challis, Stephen McCammon
[Intervener] Criminal Lawyers' Association -> Anthony Moustacalis, Peter Thorning",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/12782/index.do
34179,R. v. Davey,"[Intervener] Canadian Civil Liberties Association -> Frank Addario
[Intervener] British Columbia Civil Liberties Association -> Gerald Chan, Nader R. Hasan
[Intervener] Information and Privacy Commissioner of Ontario -> William S. Challis, Stephen McCammon
[Intervener] David Asper Centre for Constitutional Rights -> Cheryl Milne, Lisa Austin
[Intervener] Criminal Lawyers' Association -> Anthony Moustacalis, Peter Thorning",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/12780/index.do
33676,Saskatchewan (Human Rights Commission) v. Whatcott,"[Intervener] Saskatchewan Human Rights Commission -> Grant J. Scharfstein, Q.C., Deidre L. Aldcorn, Janice E. Gingell
[Intervener] Attorney General for Saskatchewan -> Thomson Irvine
[Intervener] Canadian Constitution Foundation -> Mark A. Gelowitz, Jason MacLean
[Intervener] Canadian Civil Liberties Association -> Andrew K. Lokan, Jodi Martin
[Intervener] Canadian Human Rights Commission -> Philippe Dufresne, Brian Smith
[Intervener] Alberta Human Rights Commission -> Audrey Dean
[Intervener] Egale Canada Inc. -> Cynthia Petersen
[Intervener] Ontario Human Rights Commission -> Reema Khawja, Tony Griffin
[Intervener] Canadian Jewish Congress -> Mark J. Freiman
[Intervener] Unitarian Congregation of Saskatoon and Canadian Unitarian Council -> Arif Chowdhury
[Intervener] Women's Legal Education and Action Fund -> Joanna L. Birenbaum, Jo-Ann R. Kolmes
[Intervener] Canadian Journalists for Free Expression -> M. Philip Tunley
[Intervener] Canadian Bar Association -> David Matas
[Intervener] Northwest Territories Human Rights Commission and Yukon Human Rights Commission -> Shaunt Parthev, Q.C., Ashley M. Smith
[Intervener] Christian Legal Fellowship -> Robert W. Staley, Derek J. Bell, Ranjan K. Agarwal
[Intervener] League for Human Rights of B'nai Brith Canada -> Marvin Kurz
[Intervener] Evangelical Fellowship of Canada -> Donald E.L. Hutchinson
[Intervener] United Church of Canada -> Beth Symes, Ben Millard
[Intervener] Assembly of First Nations, Federation of Saskatchewan Indian Nations and Métis Nation-Saskatchewan -> David M. A. Stack
[Intervener] Catholic Civil Rights League and Faith and Freedom Alliance -> Ryan D.W. Dalziel, Erica J. Toews
[Intervener] African Canadian Legal Clinic -> Sunil Gurmukh, Moya Teklu, Ed Morgan",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/12876/index.do
33880,Manitoba Metis Federation Inc. v. Canada (Attorney General),"[Intervener] Attorney General of Alberta -> Douglas B. Titosky
[Intervener] Attorney General of Saskatchewan -> P. Mitch McAdam, Q.C.
[Intervener] Métis National Council -> Clem Chartier, Marc LeClair, Kathy L. Hodgson-Smith
[Intervener] Métis Nation of Alberta -> Jason Madden
[Intervener] Métis Nation of Ontario -> Jean M. Teillet
[Intervener] Treaty One First Nations -> Jeffrey R.W. Rath, David Khan
[Intervener] Assembly of First Nations -> Joseph J. Arvay, Q.C.",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/12888/index.do
34252,R. v. TELUS Communications Co.,"[Intervener] Attorney General of Ontario -> Michal Fairburn
[Intervener] Canadian Civil Liberties Association -> Wendy Matheson, Rebecca Wise
[Intervener] Samuelson-Glushko Canadian Internet Policy and Public Interest Clinic -> Tamir Israel",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/12936/index.do
33989,R. v. N.S.,"[Intervener] Ontario Human Rights Commission -> Reema Khawja, Anthony D. Griffin
[Intervener] Barbra Schlifer Commemorative Clinic -> Rahool P. Agarwal, Michael Kotrly, Vasuda Sinha, Brydie Bethell
[Intervener] Criminal Lawyers' Association (Ontario) -> Frank Addario, Emma Phillips
[Intervener] Muslim Canadian Congress -> Tyler Hodgson, Heather Pessione, Ewa Krajewska
[Intervener] South Asian Legal Clinic of Ontario -> Ranjan K. Agarwal, Daniel Holden, Jessica Weiss
[Intervener] Barreau du Québec -> Babak Barin, Sylvie Champagne
[Intervener] Canadian Civil Liberties Association -> Bradley E. Berg, Rahat Godil
[Intervener] Women's Legal Education and Action Fund -> Joanna L. Birenbaum, Susan Chapman
[Intervener] Canadian Council on American-Islamic Relations -> Mihad Fahmy, Faisal Bhabha",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/12779/index.do
33968,Professional Institute of the Public Service of Canada v. Canada (Attorney General),[Intervener] Attorney General of British Columbia -> J. Gareth Morley,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/12778/index.do
34009,Sriskandarajah v. United States of America,"[Intervener] Attorney General of Ontario -> Michael Bernstein
[Intervener] Canadian Civil Liberties Association -> Anil K. Kapoor, Lindsay L. Daviau
[Intervener] British Columbia Civil Liberties Association -> Robert A. Centa, Kent Roach, Michael Fenrick",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/12769/index.do
33678,S.L. v. Commission scolaire des Chênes,"[Intervener] Christian Legal Fellowship -> Robert E. Reynolds
[Intervener] Canadian Civil Liberties Association -> Guy Du Pont, Jean-Philippe Groleau, Léon H. Moubayed
[Intervener] Coalition pour la liberté en éducation -> Jean-Pierre Bélisle
[Intervener] Evangelical Fellowship of Canada -> Albertos Polizogopoulos, Don Hutchinson, Faye Sonier
[Intervener] Regroupement Chrétien pour le droit parental en éducation -> Jean-Yves Coté
[Intervener] Canadian Council of Christian Charities -> Iain T. Benson
[Intervener] Fédération des commissions scolaires du Québec -> Alain Guimont
[Intervener] Canadian Catholic School Trustees' Association -> Iain T. Benson",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/7992/index.do
34845,Opitz v. Wrzesnewskyj,"[Intervener] Keith Archer (Chief Electoral Officer of British Columbia) -> John D. Waddell, Q.C., Harold Turnham
[Intervener] O. Brian Fjeldheim (Chief Electoral Officer of Alberta) -> William W. Shores, Q.C.
[Intervener] Canadian Civil Liberties Association -> Allison A. Thornton, Shashu Clacken Reyes",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/12635/index.do
34582,R. v. Boudreault,[Intervener] Attorney General of Ontario -> Benita Wassenaar,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/12636/index.do
33970,R. v. St‑Onge Lamoureux,"[Intervener] Attorney General of Canada -> Ginette Gobeil, François Joyal
[Intervener] Attorney General of Manitoba -> Nathaniel Carnegie, Christian Vanderhooft
[Intervener] Attorney General of British Columbia -> Roger F. Cutler, Rodney Garson
[Intervener] Attorney General of Alberta -> Jason R. Russell, Robert Palser
[Intervener] Criminal Lawyers' Association of Ontario -> Paul K. Burstein, Patrick Ducharme
[Intervener] Criminal Trial Lawyers' Association -> Shannon K.C. Prithipaul
[Intervener] Barreau du Québec -> Marco LaBrie
[Intervener] Association québécoise des avocats et avocates de la défense -> Éric Downs, Julie Bolduc
[Intervener] Attorney General of Ontario -> James V. Palangio, Philip Perlmutter",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/12655/index.do
33640,R. v. Dineley,"[Intervener] Attorney General of Canada -> Jeffrey G. Johnston
[Intervener] Attorney General of Quebec -> Michel Déom, Marie-Ève Mayer, Jean-Vincent Lacroix",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/12656/index.do
34228,R. v. Nedelcu,"[Intervener] Attorney General of Quebec -> Sylvain Leboeuf
[Intervener] Advocates' Society -> Barbara A. McIsaac, Q.C., Jacquie El-Chammas, Frank Addario
[Intervener] Criminal Lawyers' Association (Ontario) -> Scott C. Hutchison",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/12678/index.do
34349,R. v. Aucoin,"[Intervener] Attorney General of Ontario -> Jennifer M. Woollcombe, Emile Carrington",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/12743/index.do
34231,Reference re Broadcasting Regulatory Policy CRTC 2010-167 and Broadcasting Order CRTC 2010-168,[Intervener] Canadian Radio-Television and Telecommunications Commission -> John Keogh,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/12767/index.do
34103,R. v. Khawaja,"[Intervener] Attorney General of Ontario -> Michael Bernstein
[Intervener] Groupe d'étude en droits et libertés de la Faculté de droit de l'Université Laval -> Yan Paquette
[Intervener] Canadian Civil Liberties Association -> Anil K. Kapoor, Lindsay L. Daviau
[Intervener] British Columbia Civil Liberties Association -> Robert A. Centa, Michael Fenrick, Kent Roach",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/12768/index.do
